timestamp,left_pupil_x,left_pupil_y,right_pupil_x,right_pupil_y,looking_right,looking_left,looking_center,looking_up,looking_down
2022-01-03 12:18:00,99,142,197,154,False,False,False,True,False
2022-01-03 13:56:00,90,159,207,149,False,False,False,True,False
2022-01-03 15:23:00,93,145,197,156,False,False,False,True,False
2022-01-03 16:36:00,93,142,207,158,False,False,True,False,False
2022-01-03 18:10:00,92,147,210,141,False,False,False,False,True
2022-01-03 19:53:00,97,153,190,151,False,True,False,False,False
2022-01-03 21:08:00,105,155,197,141,False,False,False,False,True
2022-01-03 22:24:00,98,151,194,152,True,False,False,False,False
2022-01-03 23:47:00,96,154,205,145,False,True,False,False,False
2022-01-04 00:00:00,96,147,205,152,True,False,False,False,False
2022-01-04 01:07:00,95,151,209,159,False,True,False,False,False
2022-01-04 02:47:00,96,145,208,143,True,False,False,False,False
2022-01-04 04:46:00,95,143,199,141,False,False,False,False,True
2022-01-04 06:01:00,90,150,204,156,False,True,False,False,False
2022-01-04 07:18:00,96,154,207,151,True,False,False,False,False
2022-01-04 08:31:00,94,149,201,147,False,False,True,False,False
2022-01-04 09:31:00,99,152,192,157,False,False,False,True,False
2022-01-04 11:02:00,90,153,190,148,True,False,False,False,False
2022-01-04 12:30:00,108,151,197,157,False,False,True,False,False
2022-01-04 13:34:00,90,146,204,156,False,False,True,False,False
2022-01-04 14:55:00,90,147,204,151,False,False,False,False,True
2022-01-04 16:36:00,106,157,209,155,False,False,False,False,True
2022-01-04 17:39:00,99,152,190,149,False,False,True,False,False
2022-01-04 18:56:00,92,160,196,150,False,False,True,False,False
2022-01-04 20:45:00,108,144,194,156,True,False,False,False,False
2022-01-04 22:36:00,105,147,191,148,False,True,False,False,False
2022-01-05 00:00:00,101,142,191,154,False,False,False,True,False
2022-01-05 01:45:00,96,150,198,141,False,True,False,False,False
2022-01-05 03:08:00,105,148,202,156,True,False,False,False,False
2022-01-05 04:16:00,92,153,202,145,False,False,False,True,False
2022-01-05 05:54:00,101,151,197,154,False,False,True,False,False
2022-01-05 07:44:00,110,156,201,141,False,True,False,False,False
2022-01-05 09:30:00,100,145,207,146,False,False,False,True,False
2022-01-05 11:23:00,107,158,207,144,False,False,False,True,False
2022-01-05 12:48:00,106,144,191,149,False,False,False,True,False
2022-01-05 14:07:00,94,142,196,156,False,True,False,False,False
2022-01-05 15:36:00,101,150,209,157,False,False,False,True,False
2022-01-05 16:46:00,104,144,192,160,False,False,False,True,False
2022-01-05 17:46:00,96,154,202,140,True,False,False,False,False
2022-01-05 19:09:00,93,143,208,157,False,False,True,False,False
2022-01-05 20:48:00,94,152,200,141,False,True,False,False,False
2022-01-05 22:48:00,91,160,208,141,False,False,True,False,False
2022-01-06 00:00:00,93,151,205,149,False,False,False,False,True
2022-01-06 01:26:00,103,142,206,160,True,False,False,False,False
2022-01-06 02:51:00,96,149,203,155,False,False,False,True,False
2022-01-06 04:09:00,103,140,197,143,True,False,False,False,False
2022-01-06 05:50:00,98,142,192,142,False,True,False,False,False
2022-01-06 07:21:00,95,145,191,154,True,False,False,False,False
2022-01-06 08:55:00,100,147,209,145,False,False,False,True,False
2022-01-06 10:16:00,104,154,190,155,False,True,False,False,False
2022-01-06 11:24:00,103,156,199,145,False,False,False,True,False
2022-01-06 12:38:00,98,156,204,154,True,False,False,False,False
2022-01-06 14:23:00,97,145,208,142,False,True,False,False,False
2022-01-06 15:46:00,107,140,210,146,False,False,True,False,False
2022-01-06 17:03:00,93,154,210,140,False,False,False,False,True
2022-01-06 18:08:00,99,143,193,141,False,False,False,False,True
2022-01-06 20:04:00,107,160,207,157,False,False,False,True,False
2022-01-06 22:04:00,101,159,206,159,False,False,False,True,False
2022-01-06 23:18:00,92,158,201,142,False,True,False,False,False
2022-01-07 00:00:00,103,156,190,160,False,False,True,False,False
2022-01-07 01:08:00,105,147,197,152,True,False,False,False,False
2022-01-07 02:51:00,91,157,197,146,False,False,False,False,True
2022-01-07 04:01:00,94,153,208,149,False,False,True,False,False
2022-01-07 05:12:00,103,157,192,144,True,False,False,False,False
2022-01-07 06:36:00,96,158,200,157,True,False,False,False,False
2022-01-07 08:35:00,93,154,205,160,False,False,False,False,True
2022-01-07 10:13:00,105,152,210,144,False,False,False,False,True
2022-01-07 12:03:00,110,141,205,143,True,False,False,False,False
2022-01-07 13:10:00,98,155,199,150,False,False,False,False,True
2022-01-07 14:22:00,94,159,204,152,False,False,False,False,True
2022-01-07 15:51:00,101,142,202,148,False,True,False,False,False
2022-01-07 16:51:00,92,152,206,140,False,False,False,False,True
2022-01-07 18:22:00,110,155,191,151,False,False,False,False,True
2022-01-07 19:44:00,110,159,191,142,False,False,False,True,False
2022-01-07 20:46:00,92,155,203,145,False,False,True,False,False
2022-01-07 22:41:00,96,151,190,144,False,False,False,True,False
2022-01-08 00:00:00,108,144,201,160,True,False,False,False,False
2022-01-08 01:59:00,106,143,197,157,True,False,False,False,False
2022-01-08 03:43:00,96,159,200,149,True,False,False,False,False
2022-01-08 05:21:00,90,149,210,150,True,False,False,False,False
2022-01-08 06:26:00,106,160,196,160,False,False,False,False,True
2022-01-08 07:35:00,106,154,204,144,False,False,False,False,True
2022-01-08 09:11:00,107,143,190,143,False,False,True,False,False
2022-01-08 10:21:00,108,147,206,142,False,False,False,True,False
2022-01-08 12:13:00,107,154,203,157,True,False,False,False,False
2022-01-08 13:22:00,110,158,193,147,False,True,False,False,False
2022-01-08 14:47:00,107,145,195,159,True,False,False,False,False
2022-01-08 16:29:00,95,145,207,147,False,False,False,True,False
2022-01-08 18:14:00,109,145,190,142,True,False,False,False,False
2022-01-08 19:28:00,105,149,198,146,False,False,False,False,True
2022-01-08 20:32:00,101,156,194,150,False,False,True,False,False
2022-01-08 22:17:00,107,148,196,159,False,True,False,False,False
2022-01-09 00:00:00,104,141,193,153,True,False,False,False,False
2022-01-09 01:37:00,104,146,192,152,False,False,False,True,False
2022-01-09 02:57:00,90,154,192,145,True,False,False,False,False
2022-01-09 04:53:00,95,151,199,149,False,False,False,False,True
2022-01-09 06:03:00,91,145,193,147,False,False,True,False,False
2022-01-09 07:14:00,105,154,209,157,True,False,False,False,False
2022-01-09 08:40:00,97,148,197,156,False,False,True,False,False
2022-01-09 09:56:00,106,159,206,144,False,False,False,False,True
2022-01-09 11:03:00,103,151,205,160,True,False,False,False,False
2022-01-09 12:03:00,102,144,204,153,False,False,False,False,True
2022-01-09 13:35:00,99,143,191,158,False,True,False,False,False
2022-01-09 14:46:00,107,150,209,148,False,False,False,True,False
2022-01-09 16:32:00,92,155,191,155,False,False,True,False,False
2022-01-09 17:59:00,100,160,205,148,False,False,True,False,False
2022-01-09 19:06:00,98,145,205,153,False,False,True,False,False
2022-01-09 20:07:00,97,154,205,160,True,False,False,False,False
2022-01-09 21:12:00,101,145,207,158,False,False,False,True,False
2022-01-09 23:07:00,107,152,207,159,False,False,True,False,False
2022-01-10 00:00:00,110,150,198,155,True,False,False,False,False
2022-01-10 01:34:00,92,152,196,156,False,False,False,False,True
2022-01-10 03:08:00,108,154,199,143,False,False,False,False,True
2022-01-10 04:37:00,94,159,205,145,False,True,False,False,False
2022-01-10 06:03:00,102,158,195,147,False,False,False,False,True
2022-01-10 07:12:00,96,154,191,148,False,True,False,False,False
2022-01-10 08:34:00,103,149,210,148,False,False,False,False,True
2022-01-10 09:47:00,90,159,195,141,False,False,False,True,False
2022-01-10 10:57:00,106,141,191,153,False,False,True,False,False
2022-01-10 12:46:00,90,141,196,157,False,False,False,False,True
2022-01-10 14:39:00,108,144,209,142,False,False,True,False,False
2022-01-10 16:04:00,92,151,210,142,False,False,False,True,False
2022-01-10 17:12:00,110,156,192,152,False,False,False,True,False
2022-01-10 18:30:00,104,155,192,140,False,True,False,False,False
2022-01-10 19:41:00,90,151,204,148,False,False,False,True,False
2022-01-10 21:27:00,106,151,210,160,True,False,False,False,False
2022-01-10 23:10:00,93,157,196,154,False,False,False,False,True
2022-01-11 00:00:00,96,160,193,151,False,False,False,True,False
2022-01-11 01:10:00,95,160,208,142,False,False,False,True,False
2022-01-11 02:17:00,104,146,204,144,False,False,False,True,False
2022-01-11 03:19:00,105,144,205,147,False,False,True,False,False
2022-01-11 04:59:00,105,154,204,143,True,False,False,False,False
2022-01-11 06:36:00,103,154,195,156,False,False,False,False,True
2022-01-11 08:28:00,101,144,203,143,False,False,True,False,False
2022-01-11 10:24:00,100,144,195,146,False,False,False,True,False
2022-01-11 11:47:00,91,141,208,147,False,False,True,False,False
2022-01-11 13:18:00,92,159,191,153,False,True,False,False,False
2022-01-11 14:46:00,108,144,202,153,False,False,False,False,True
2022-01-11 15:48:00,90,141,199,153,False,False,True,False,False
2022-01-11 17:42:00,96,146,190,154,False,False,True,False,False
2022-01-11 19:38:00,99,153,201,155,True,False,False,False,False
2022-01-11 21:09:00,93,158,207,159,False,True,False,False,False
2022-01-11 22:32:00,90,150,198,157,False,False,True,False,False
2022-01-12 00:00:00,97,159,209,143,False,False,False,False,True
2022-01-12 01:58:00,100,146,200,148,False,False,False,False,True
2022-01-12 03:31:00,102,152,197,158,False,False,False,False,True
2022-01-12 04:40:00,107,150,196,142,False,False,False,False,True
2022-01-12 05:54:00,109,149,202,141,False,True,False,False,False
2022-01-12 07:19:00,98,151,196,148,False,False,False,True,False
2022-01-12 09:07:00,110,150,198,151,True,False,False,False,False
2022-01-12 10:53:00,104,157,196,142,False,True,False,False,False
2022-01-12 12:30:00,100,154,197,152,False,False,True,False,False
2022-01-12 14:06:00,106,140,204,142,False,True,False,False,False
2022-01-12 15:48:00,97,148,190,160,False,False,True,False,False
2022-01-12 17:42:00,106,149,195,144,False,True,False,False,False
2022-01-12 19:23:00,94,156,199,154,True,False,False,False,False
2022-01-12 20:34:00,92,142,206,140,False,False,False,False,True
2022-01-12 22:19:00,90,143,199,144,False,False,False,False,True
2022-01-13 00:00:00,95,144,194,152,False,False,True,False,False
2022-01-13 01:48:00,95,154,202,141,True,False,False,False,False
2022-01-13 03:41:00,97,146,207,148,False,True,False,False,False
2022-01-13 05:19:00,100,158,191,144,False,False,False,True,False
2022-01-13 06:51:00,96,151,204,151,False,False,False,False,True
2022-01-13 08:39:00,103,147,193,147,False,False,False,False,True
2022-01-13 09:59:00,93,144,210,141,False,True,False,False,False
2022-01-13 11:20:00,101,152,202,146,False,False,True,False,False
2022-01-13 13:08:00,100,140,193,147,False,False,False,False,True
2022-01-13 14:31:00,94,142,208,160,False,False,True,False,False
2022-01-13 15:54:00,99,144,204,143,False,True,False,False,False
2022-01-13 17:04:00,91,145,192,151,False,False,False,True,False
2022-01-13 18:16:00,102,155,201,142,False,True,False,False,False
2022-01-13 19:50:00,97,140,198,152,False,False,False,True,False
2022-01-13 21:49:00,97,140,202,160,True,False,False,False,False
2022-01-13 23:08:00,104,146,201,145,False,True,False,False,False
2022-01-14 00:00:00,98,158,201,151,False,True,False,False,False
2022-01-14 01:46:00,107,142,209,153,False,False,False,False,True
2022-01-14 02:46:00,105,157,207,155,True,False,False,False,False
2022-01-14 03:58:00,105,142,207,159,True,False,False,False,False
2022-01-14 05:48:00,101,155,198,143,False,False,True,False,False
2022-01-14 07:27:00,107,142,201,158,False,False,False,False,True
2022-01-14 09:05:00,94,141,196,148,False,False,True,False,False
2022-01-14 11:05:00,106,153,190,141,False,False,True,False,False
2022-01-14 12:39:00,109,142,193,147,False,True,False,False,False
2022-01-14 13:55:00,110,144,206,144,True,False,False,False,False
2022-01-14 15:10:00,99,142,209,140,False,True,False,False,False
2022-01-14 16:31:00,94,143,204,140,True,False,False,False,False
2022-01-14 17:45:00,103,159,194,152,False,True,False,False,False
2022-01-14 19:32:00,99,157,204,143,False,True,False,False,False
2022-01-14 20:44:00,108,148,191,156,False,False,False,True,False
2022-01-14 22:42:00,96,157,210,140,False,False,True,False,False
2022-01-15 00:00:00,98,160,202,147,False,False,False,True,False
2022-01-15 01:50:00,95,152,207,147,False,True,False,False,False
2022-01-15 03:35:00,95,154,197,155,False,False,False,True,False
2022-01-15 04:40:00,94,159,206,145,False,False,True,False,False
2022-01-15 06:30:00,102,147,210,156,False,False,True,False,False
2022-01-15 07:39:00,90,142,210,142,False,True,False,False,False
2022-01-15 08:50:00,109,151,209,149,False,False,True,False,False
2022-01-15 10:47:00,101,143,201,140,False,True,False,False,False
2022-01-15 12:06:00,93,142,204,154,False,False,True,False,False
2022-01-15 13:22:00,91,152,208,160,False,False,False,True,False
2022-01-15 14:56:00,102,141,207,154,True,False,False,False,False
2022-01-15 16:31:00,101,157,197,141,False,False,False,False,True
2022-01-15 17:46:00,92,146,205,148,True,False,False,False,False
2022-01-15 19:19:00,92,152,204,156,False,False,False,True,False
2022-01-15 21:19:00,92,159,206,152,False,True,False,False,False
2022-01-15 23:06:00,101,148,209,143,False,False,False,True,False
2022-01-16 00:00:00,96,156,197,153,True,False,False,False,False
2022-01-16 01:01:00,105,150,191,143,False,False,False,True,False
2022-01-16 02:40:00,108,152,199,150,False,False,False,False,True
2022-01-16 04:36:00,95,160,192,145,False,True,False,False,False
2022-01-16 06:32:00,101,160,193,157,False,False,False,False,True
2022-01-16 08:13:00,97,146,208,151,True,False,False,False,False
2022-01-16 09:16:00,92,146,203,147,False,False,False,True,False
2022-01-16 10:23:00,97,143,193,142,False,False,False,False,True
2022-01-16 12:02:00,90,154,202,153,False,False,False,True,False
2022-01-16 13:10:00,98,154,200,147,True,False,False,False,False
2022-01-16 14:49:00,105,149,200,153,False,False,False,False,True
2022-01-16 15:57:00,102,143,208,148,False,False,False,True,False
2022-01-16 17:08:00,99,156,202,141,True,False,False,False,False
2022-01-16 18:33:00,110,153,201,155,True,False,False,False,False
2022-01-16 19:47:00,97,140,199,156,True,False,False,False,False
2022-01-16 20:59:00,106,159,207,146,False,False,True,False,False
2022-01-16 22:01:00,105,141,195,153,True,False,False,False,False
2022-01-16 23:30:00,103,150,208,148,False,True,False,False,False
2022-01-17 00:00:00,99,157,198,154,False,True,False,False,False
2022-01-17 01:47:00,95,140,195,148,True,False,False,False,False
2022-01-17 03:18:00,93,146,210,144,False,False,False,False,True
2022-01-17 04:47:00,104,142,206,147,False,False,False,False,True
2022-01-17 06:17:00,99,141,210,153,True,False,False,False,False
2022-01-17 07:57:00,109,158,197,141,False,False,False,True,False
2022-01-17 09:15:00,99,140,197,141,False,True,False,False,False
2022-01-17 10:15:00,101,144,210,146,False,True,False,False,False
2022-01-17 11:20:00,107,159,197,140,False,False,True,False,False
2022-01-17 12:59:00,105,144,209,150,True,False,False,False,False
2022-01-17 14:50:00,101,142,199,152,False,False,True,False,False
2022-01-17 16:06:00,93,153,190,156,False,False,True,False,False
2022-01-17 17:21:00,99,157,193,143,False,False,True,False,False
2022-01-17 18:39:00,104,142,210,151,False,False,False,False,True
2022-01-17 20:16:00,108,153,205,143,True,False,False,False,False
2022-01-17 21:41:00,107,144,194,140,False,True,False,False,False
2022-01-17 23:17:00,109,156,194,155,True,False,False,False,False
2022-01-18 00:00:00,103,149,190,146,True,False,False,False,False
2022-01-18 01:34:00,99,150,207,148,False,False,True,False,False
2022-01-18 02:40:00,93,148,191,142,False,True,False,False,False
2022-01-18 04:18:00,100,153,204,157,False,False,True,False,False
2022-01-18 05:26:00,104,141,206,160,False,True,False,False,False
2022-01-18 07:21:00,102,142,191,142,False,False,False,False,True
2022-01-18 08:34:00,90,141,206,154,False,True,False,False,False
2022-01-18 10:29:00,104,154,203,150,False,True,False,False,False
2022-01-18 11:46:00,96,151,209,153,False,False,False,True,False
2022-01-18 12:53:00,95,148,196,157,False,False,False,True,False
2022-01-18 13:58:00,90,141,200,160,False,True,False,False,False
2022-01-18 15:00:00,92,141,207,160,True,False,False,False,False
2022-01-18 16:54:00,93,158,196,144,False,False,False,False,True
2022-01-18 18:46:00,91,141,194,155,False,True,False,False,False
2022-01-18 20:00:00,90,141,193,156,False,False,True,False,False
2022-01-18 21:24:00,102,145,191,159,False,False,False,True,False
2022-01-18 22:34:00,96,155,207,144,False,False,False,False,True
2022-01-19 00:00:00,99,144,191,147,False,False,True,False,False
2022-01-19 01:09:00,96,144,203,143,False,False,True,False,False
2022-01-19 02:54:00,104,150,203,144,False,False,False,False,True
2022-01-19 04:13:00,90,159,205,146,False,False,False,False,True
2022-01-19 05:49:00,107,158,194,151,False,False,False,True,False
2022-01-19 07:10:00,92,154,200,146,True,False,False,False,False
2022-01-19 08:53:00,107,154,201,147,False,False,False,True,False
2022-01-19 10:13:00,109,154,204,144,False,False,False,False,True
2022-01-19 12:05:00,92,140,190,140,False,False,False,True,False
2022-01-19 13:14:00,96,146,210,141,False,True,False,False,False
2022-01-19 14:34:00,90,154,202,153,False,False,True,False,False
2022-01-19 15:35:00,110,160,200,141,False,True,False,False,False
2022-01-19 17:10:00,101,146,190,145,False,False,False,True,False
2022-01-19 18:27:00,104,159,209,147,False,True,False,False,False
2022-01-19 20:02:00,95,141,200,157,False,False,False,False,True
2022-01-19 21:24:00,94,152,196,158,False,False,False,True,False
2022-01-19 23:08:00,100,155,205,141,False,False,False,False,True
2022-01-20 00:00:00,96,146,200,140,False,False,False,True,False
2022-01-20 01:43:00,101,149,207,146,True,False,False,False,False
2022-01-20 03:27:00,108,152,192,159,False,False,False,False,True
2022-01-20 04:35:00,92,141,202,153,False,False,False,True,False
2022-01-20 06:19:00,93,145,200,147,False,False,True,False,False
2022-01-20 07:37:00,95,157,204,144,False,False,False,True,False
2022-01-20 09:21:00,100,143,198,148,True,False,False,False,False
2022-01-20 10:22:00,103,152,197,156,False,True,False,False,False
2022-01-20 12:16:00,106,146,208,142,False,False,False,True,False
2022-01-20 13:56:00,92,147,190,144,False,True,False,False,False
2022-01-20 15:16:00,90,147,202,145,False,False,False,True,False
2022-01-20 16:48:00,99,154,197,149,False,False,False,False,True
2022-01-20 17:50:00,110,143,194,150,True,False,False,False,False
2022-01-20 18:57:00,91,149,205,154,False,False,True,False,False
2022-01-20 20:19:00,96,160,196,151,False,False,False,True,False
2022-01-20 22:07:00,93,142,196,145,False,True,False,False,False
2022-01-21 00:00:00,108,147,204,157,False,False,True,False,False
2022-01-21 01:39:00,96,160,195,159,False,False,False,True,False
2022-01-21 03:09:00,107,148,197,150,False,True,False,False,False
2022-01-21 04:54:00,100,150,210,158,False,False,True,False,False
2022-01-21 06:51:00,105,145,202,145,False,True,False,False,False
2022-01-21 08:19:00,103,142,199,157,False,False,False,True,False
2022-01-21 10:02:00,110,145,210,144,False,False,False,True,False
2022-01-21 11:19:00,103,144,192,144,False,False,True,False,False
2022-01-21 12:23:00,106,145,195,152,False,False,False,False,True
2022-01-21 13:35:00,90,158,206,151,False,False,False,False,True
2022-01-21 15:35:00,109,157,201,156,True,False,False,False,False
2022-01-21 17:15:00,96,140,192,153,False,False,False,False,True
2022-01-21 18:35:00,107,159,204,148,True,False,False,False,False
2022-01-21 20:18:00,102,160,195,145,True,False,False,False,False
2022-01-21 22:07:00,96,152,196,149,False,False,True,False,False
2022-01-21 23:45:00,97,152,196,150,False,False,False,False,True
2022-01-22 00:00:00,108,155,199,153,True,False,False,False,False
2022-01-22 01:27:00,90,147,198,147,True,False,False,False,False
2022-01-22 03:26:00,108,158,198,141,False,False,True,False,False
2022-01-22 04:50:00,94,148,209,155,True,False,False,False,False
2022-01-22 06:03:00,107,153,199,147,False,False,False,True,False
2022-01-22 07:03:00,103,143,204,150,False,False,False,True,False
2022-01-22 08:23:00,100,143,193,142,False,False,True,False,False
2022-01-22 10:08:00,109,148,207,146,False,False,False,False,True
2022-01-22 11:32:00,107,140,206,145,False,False,False,True,False
2022-01-22 13:10:00,103,143,192,147,False,False,True,False,False
2022-01-22 14:28:00,108,156,191,143,False,False,False,True,False
2022-01-22 16:26:00,100,152,199,157,True,False,False,False,False
2022-01-22 18:10:00,98,149,204,154,False,False,False,False,True
2022-01-22 20:05:00,103,140,191,152,True,False,False,False,False
2022-01-22 21:53:00,99,149,191,150,False,True,False,False,False
2022-01-22 23:52:00,102,145,190,153,False,False,False,True,False
2022-01-23 00:00:00,90,150,192,147,False,True,False,False,False
2022-01-23 01:25:00,105,148,192,153,False,False,False,False,True
2022-01-23 02:26:00,98,156,203,142,True,False,False,False,False
2022-01-23 04:12:00,104,156,206,144,False,False,False,False,True
2022-01-23 06:06:00,103,153,208,151,False,False,False,False,True
2022-01-23 08:01:00,95,150,206,151,False,True,False,False,False
2022-01-23 09:36:00,94,150,196,156,False,False,False,True,False
2022-01-23 11:01:00,108,153,204,154,False,False,False,False,True
2022-01-23 12:20:00,107,159,207,157,False,True,False,False,False
2022-01-23 14:02:00,108,143,199,160,False,False,True,False,False
2022-01-23 15:57:00,103,154,208,147,False,False,False,True,False
2022-01-23 17:21:00,108,153,205,159,False,False,False,False,True
2022-01-23 18:32:00,103,142,196,155,False,False,True,False,False
2022-01-23 19:38:00,110,159,203,154,False,False,False,True,False
2022-01-23 21:27:00,107,151,209,153,False,False,False,True,False
2022-01-23 23:12:00,103,140,198,157,False,False,False,True,False
2022-01-24 00:00:00,97,141,193,156,False,False,False,False,True
2022-01-24 01:24:00,99,159,205,156,False,False,False,False,True
2022-01-24 02:56:00,90,147,196,158,False,False,True,False,False
2022-01-24 04:53:00,93,155,210,158,True,False,False,False,False
2022-01-24 06:37:00,93,140,195,149,False,False,True,False,False
2022-01-24 07:52:00,98,153,192,150,False,False,True,False,False
2022-01-24 09:02:00,106,148,203,151,False,False,False,False,True
2022-01-24 10:21:00,109,149,195,151,True,False,False,False,False
2022-01-24 12:15:00,97,157,208,153,False,False,True,False,False
2022-01-24 14:09:00,95,150,197,143,False,False,False,False,True
2022-01-24 15:24:00,101,140,201,156,True,False,False,False,False
2022-01-24 17:14:00,109,154,204,152,False,False,True,False,False
2022-01-24 18:46:00,101,157,206,155,False,False,True,False,False
2022-01-24 19:55:00,95,142,194,159,False,True,False,False,False
2022-01-24 21:39:00,107,160,209,150,True,False,False,False,False
2022-01-24 23:21:00,90,149,209,151,False,False,False,True,False
2022-01-25 00:00:00,102,140,204,140,True,False,False,False,False
2022-01-25 01:34:00,101,146,202,152,False,True,False,False,False
2022-01-25 02:41:00,104,153,196,142,False,False,False,False,True
2022-01-25 03:47:00,102,152,210,143,False,False,False,False,True
2022-01-25 04:49:00,92,151,192,144,True,False,False,False,False
2022-01-25 05:52:00,109,156,200,157,False,False,True,False,False
2022-01-25 07:12:00,98,155,199,155,False,False,False,False,True
2022-01-25 08:32:00,108,144,198,156,False,True,False,False,False
2022-01-25 10:11:00,108,144,209,151,True,False,False,False,False
2022-01-25 12:08:00,109,142,191,150,False,True,False,False,False
2022-01-25 13:10:00,93,155,202,144,False,False,False,False,True
2022-01-25 14:46:00,91,148,198,160,False,False,False,True,False
2022-01-25 15:50:00,105,144,195,157,False,False,True,False,False
2022-01-25 17:24:00,109,146,203,155,False,True,False,False,False
2022-01-25 18:31:00,100,142,200,159,False,True,False,False,False
2022-01-25 19:53:00,107,150,194,143,False,False,False,True,False
2022-01-25 21:00:00,95,141,196,155,False,True,False,False,False
2022-01-25 22:30:00,96,152,210,156,False,False,False,False,True
2022-01-26 00:00:00,98,155,191,160,False,False,False,True,False
2022-01-26 01:59:00,92,150,208,155,False,False,False,False,True
2022-01-26 03:37:00,105,156,199,145,False,False,False,False,True
2022-01-26 05:33:00,93,149,209,148,True,False,False,False,False
2022-01-26 07:16:00,100,151,199,156,False,False,False,False,True
2022-01-26 09:08:00,101,160,208,140,False,False,True,False,False
2022-01-26 10:09:00,108,156,195,157,False,False,True,False,False
2022-01-26 11:29:00,100,148,201,140,False,False,False,True,False
2022-01-26 13:05:00,106,159,190,156,False,True,False,False,False
2022-01-26 14:06:00,104,143,197,141,False,False,False,False,True
2022-01-26 15:56:00,102,159,200,148,False,False,False,False,True
2022-01-26 16:59:00,106,141,195,144,False,False,True,False,False
2022-01-26 18:54:00,103,158,198,146,False,True,False,False,False
2022-01-26 20:35:00,92,155,194,148,True,False,False,False,False
2022-01-26 21:53:00,107,141,203,158,False,False,True,False,False
2022-01-26 23:11:00,102,140,196,158,False,True,False,False,False
2022-01-27 00:00:00,104,147,191,142,False,False,False,False,True
2022-01-27 01:57:00,97,143,190,147,False,True,False,False,False
2022-01-27 03:30:00,110,152,206,156,False,True,False,False,False
2022-01-27 05:02:00,109,145,200,152,False,True,False,False,False
2022-01-27 06:53:00,92,153,203,148,False,False,True,False,False
2022-01-27 08:53:00,95,142,204,147,True,False,False,False,False
2022-01-27 10:23:00,103,145,193,158,True,False,False,False,False
2022-01-27 11:38:00,106,159,202,148,True,False,False,False,False
2022-01-27 12:43:00,103,145,199,143,False,True,False,False,False
2022-01-27 13:52:00,108,157,198,146,False,False,True,False,False
2022-01-27 15:10:00,97,141,198,148,False,False,True,False,False
2022-01-27 16:11:00,93,157,191,141,False,False,False,True,False
2022-01-27 17:57:00,98,148,198,152,False,False,False,False,True
2022-01-27 19:11:00,92,153,194,148,False,False,True,False,False
2022-01-27 21:05:00,100,160,198,151,False,True,False,False,False
2022-01-27 22:57:00,105,143,206,154,False,False,False,True,False
2022-01-28 00:00:00,95,160,203,146,False,True,False,False,False
